40;114.03682,22.548662,114.03692,22.548674,114.03723,22.548744,114.0374,22.548796,114.03747,22.548822,114.03759,22.54886,114.03764,22.548874,114.03764,22.548876,114.03779,22.548912,114.038284,22.549032,114.03779,22.548912,114.03865,22.549116,114.038666,22.54912,114.038666,22.549126,114.038666,22.54913,114.038666,22.549131,114.03888,22.549183,114.039764,22.549257,114.03977,22.54879,114.03981,22.548721,114.03983,22.548248,114.03979,22.547674,114.03978,22.547213,114.03979,22.546488,114.04011,22.546436,114.04063,22.546505,114.04131,22.546581,114.041695,22.546675,114.04151,22.54733,114.04151,22.5477,114.04154,22.548,114.04149,22.54822,114.041855,22.548235,114.04149,22.54822,114.04282,22.548252,114.04319,22.548325,114.04328,22.548382,114.04341,22.54832,114.043724,22.547564,114.04376,22.5472,114.04417,22.547031,114.04425,22.545193,114.04428,22.542883,114.04404,22.54102,114.04364,22.541332,114.04363,22.541758
45;114.039536,22.54242,114.03928,22.54236,114.03924,22.542645,114.03924,22.54269,114.03914,22.542736,114.03924,22.542645,114.03919,22.54243,114.03889,22.542297,114.03796,22.542133,114.037735,22.542088,114.03682,22.541853,114.036064,22.541677,114.03646,22.54149,114.03855,22.541838,114.040276,22.542116,114.04109,22.542192,114.04158,22.542215,114.04247,22.542192,114.04316,22.542217,114.04359,22.541637,114.044266,22.539988,114.04438,22.538153,114.044395,22.536705,114.04439,22.536352,114.0444,22.535831,114.04444,22.535217,114.04444,22.534603,114.0444,22.535831,114.04446,22.5341,114.04443,22.53305,114.044235,22.53216,114.04293,22.531595,114.041725,22.531233,114.03981,22.531015,114.037674,22.53075,114.03612,22.530582,114.03454,22.530403,114.03306,22.530272,114.03153,22.530275,114.03015,22.530407,114.029366,22.530521,114.02692,22.531132,114.025154,22.531643,114.02357,22.532078,114.022675,22.53235,114.02276,22.533323,114.02262,22.533579,114.02276,22.533323
36;114.01979,22.534288,114.019806,22.534351,114.01967,22.535257,114.019485,22.535982,114.01946,22.536207,114.01947,22.536215,114.01947,22.536217,114.01944,22.536509,114.01931,22.53721,114.019196,22.537527,114.01909,22.537952,114.01903,22.538132,114.019196,22.537527,114.01908,22.537825,114.018974,22.537582,114.01896,22.53758,114.01893,22.537523,114.01893,22.5375,114.01914,22.53685,114.019226,22.53669,114.019226,22.536688,114.0193,22.536287,114.01947,22.535408,114.01959,22.534718,114.01961,22.534489,114.01938,22.534384,114.01858,22.53421,114.01762,22.53407,114.01672,22.533855,114.01652,22.53377,114.01574,22.53361,114.0156,22.533716,114.01498,22.534393,114.014244,22.534967,114.01359,22.536688,114.014244,22.53754,114.014244,22.534967,114.01404,22.537441,114.013954,22.537258,114.013954,22.537256,114.013954,22.537252
9;114.009346,22.53402,114.00712,22.534258,114.00637,22.534138,114.00842,22.534035,114.01098,22.533712,114.01193,22.533293,114.01225,22.532608,114.01261,22.531204,114.01292,22.529972,114.012085,22.529682
12;114.020035,22.549051,114.01868,22.55095,114.01743,22.552744,114.01613,22.554667,114.01553,22.55665,114.01515,22.558746,114.01483,22.560968,114.01446,22.563246,114.01397,22.565317,114.01306,22.567308,114.01222,22.568735,114.01169,22.5696,114.011635,22.569807
55;114.04082,22.592827,114.043236,22.592285,114.04568,22.592169,114.04821,22.592308,114.05058,22.592438,114.05282,22.592623,114.05478,22.592697,114.05492,22.592705,114.05646,22.595222,114.056915,22.596157,114.05727,22.597143,114.05769,22.598394,114.05873,22.601337,114.059654,22.603003,114.05814,22.599686,114.0613,22.604593,114.06319,22.605661,114.06517,22.606697,114.06733,22.607775,114.06911,22.609133,114.0701,22.61043,114.070625,22.611465,114.07132,22.613008,114.07209,22.614681,114.072464,22.615433,114.07256,22.615604,114.07268,22.615807,114.072784,22.615978,114.07302,22.61626,114.07323,22.616486,114.07354,22.616808,114.07366,22.616928,114.07383,22.617077,114.07391,22.617144,114.07399,22.617207,114.074104,22.617292,114.07433,22.617456,114.074455,22.61753,114.0746,22.617622,114.074936,22.617838,114.07532,22.618069,114.07545,22.618145,114.07548,22.61816,114.0756,22.618238,114.07573,22.618322,114.07601,22.618507,114.0763,22.618702,114.076355,22.618752,114.07653,22.618883,114.07674,22.619053,114.076904,22.619196,114.07703,22.61931,114.07716,22.619432,114.07758,22.619883,114.07834,22.62112,114.07716,22.619432,114.07869,22.622688
11;114.141884,22.638496,114.144165,22.640034,114.14676,22.641708,114.149574,22.643318,114.15249,22.644793,114.155045,22.645912,114.1577,22.646694,114.160446,22.647116,114.16315,22.64742,114.165794,22.647936,114.16826,22.648767,114.170815,22.650032
20;114.17305,22.65129,114.17564,22.652742,114.1784,22.654287,114.18119,22.655848,114.18429,22.657549,114.187325,22.65903,114.19047,22.660534,114.19357,22.662018,114.19664,22.663483,114.199875,22.66505,114.20234,22.66691,114.20379,22.669638,114.20352,22.672571,114.2037,22.675385,114.2041,22.67755,114.20607,22.677933,114.20857,22.678442,114.210815,22.679169,114.21222,22.679935,114.21378,22.68064,114.2165,22.681507
20;114.219215,22.682152,114.22148,22.682705,114.22261,22.683058,114.2244,22.68374,114.22569,22.684305,114.22739,22.685427,114.22911,22.686808,114.23112,22.688456,114.23295,22.689953,114.23486,22.691511,114.23686,22.693129,114.23883,22.694798,114.24048,22.696527,114.24199,22.698708,114.2429,22.700413,114.24348,22.701582,114.24375,22.702143,114.24441,22.703455,114.24521,22.704922,114.24653,22.706554,114.248314,22.707958
100;114.25073,22.709007,114.25343,22.7094,114.25626,22.709438,114.25805,22.70946,114.25964,22.709488,114.26151,22.709522,114.26339,22.709558,114.26544,22.709593,114.26775,22.709627,114.26971,22.709658,114.27203,22.7097,114.27435,22.709755,114.27665,22.709791,114.27903,22.70993,114.281425,22.710316,114.28369,22.710966,114.28592,22.711912,114.28795,22.713047,114.29017,22.714487,114.29222,22.71583,114.29017,22.714487,114.29416,22.717068,114.296165,22.71819,114.298,22.718107,114.29735,22.719713,114.295975,22.720701,114.29586,22.720795,114.29579,22.720835,114.29579,22.720837,114.29515,22.721378,114.29474,22.722267,114.29481,22.722424,114.29489,22.72253,114.29612,22.72221,114.298325,22.721228,114.29999,22.720215,114.300446,22.719812,114.300705,22.719658,114.30136,22.719004,114.30182,22.718513,114.30233,22.718718,114.30354,22.72013,114.30389,22.720526,114.30389,22.720533,114.3049,22.721172,114.306244,22.721832,114.3071,22.722157,114.30874,22.722555,114.30939,22.722721,114.31008,22.722927,114.31068,22.723202,114.31242,22.724064,114.31397,22.724834,114.314766,22.725477,114.31242,22.724064,114.31475,22.725498,114.31474,22.725498,114.314735,22.725487,114.314735,22.725477,114.31465,22.725477,114.31435,22.72506,114.31307,22.724422,114.31179,22.723793,114.31046,22.723146,114.31002,22.722933,114.30939,22.722736,114.30865,22.72259,114.30761,22.72231,114.30669,22.722076,114.30549,22.721514,114.30436,22.720947,114.30431,22.720922,114.30414,22.720823,114.30325,22.719908,114.30272,22.719337,114.30414,22.720823,114.3019,22.718798,114.3008,22.719872,114.29932,22.720903,114.29769,22.721722,114.29663,22.722218,114.29637,22.72233,114.296295,22.722383,114.29629,22.722391,114.2956,22.722704,114.29448,22.723207,114.294044,22.723394,114.29316,22.723747,114.29277,22.72391,114.29239,22.724087,114.291855,22.72437,114.29107,22.724705,114.29087,22.724792,114.289955,22.725218,114.28838,22.725925,114.28661,22.726719,114.28532,22.727198,114.28527,22.727207,114.28528,22.727207,114.28469,22.727371,114.283356,22.727772,114.28225,22.728098,114.28083,22.72858,114.279106,22.729654,114.27789,22.731003,114.27743,22.732475,114.276855,22.733639
4;114.135155,22.609802,114.137,22.609379,114.137695,22.609217,114.13862,22.609097,114.140396,22.609173
12;114.18551,22.596367,114.18434,22.597136,114.18345,22.598076,114.18236,22.598957,114.18139,22.600063,114.180016,22.600807,114.178474,22.600773,114.17753,22.601362,114.17585,22.601994,114.174965,22.603018,114.17487,22.604162,114.17434,22.605453,114.173164,22.606281
18;113.99473,22.527895,113.9923,22.526403,113.98992,22.525171,113.987335,22.524176,113.98451,22.523445,113.98155,22.523018,113.97859,22.522915,113.97523,22.522913,113.97208,22.522896,113.96888,22.522875,113.96578,22.522854,113.96279,22.522808,113.95986,22.522825,113.9568,22.523132,113.95386,22.5235,113.951485,22.52378,113.94882,22.52407,113.94614,22.524382,113.94405,22.52465
3;114.0582,22.536327,114.05827,22.536976,114.05829,22.53707,114.05832,22.537167
11;114.05815,22.538958,114.058075,22.53953,114.056885,22.539577,114.05615,22.539602,114.05615,22.539598,114.05615,22.5396,114.05524,22.539581,114.053444,22.539568,114.05194,22.53957,114.05157,22.539545,114.05157,22.539547,114.051575,22.539543,114.051575,22.539541,114.050995,22.539522,114.051,22.539522,114.05077,22.539528,114.050476,22.53954
11;114.03343,22.615429,114.03306,22.615288,114.03268,22.61509,114.03133,22.614199,114.03012,22.613182,114.02953,22.612707,114.02924,22.612497,114.02828,22.611998,114.027695,22.612617,114.02711,22.613173,114.02676,22.612633,114.02668,22.612226
20;114.098366,22.541283,114.0973,22.541267,114.09693,22.540533,114.09675,22.540182,114.09652,22.54,114.096,22.539984,114.095436,22.540466,114.09523,22.541018,114.09472,22.541533,114.09355,22.5416,114.09265,22.541683,114.09147,22.541634,114.091385,22.541067,114.09145,22.53985,114.090965,22.538782,114.09018,22.538517,114.0898,22.538418,114.0893,22.538317,114.08884,22.53825,114.08865,22.538183,114.08845,22.537884
28;114.11182,22.545418,114.11356,22.5457,114.11587,22.545868,114.117035,22.546232,114.118484,22.546568,114.12072,22.546917,114.12272,22.547216,114.12385,22.547382,114.125534,22.5475,114.12608,22.5473,114.126,22.5472,114.12577,22.54695,114.12582,22.5456,114.12595,22.54415,114.12593,22.54315,114.12572,22.542368,114.1247,22.541834,114.12417,22.540968,114.122635,22.541267,114.1216,22.5415,114.12072,22.5417,114.12048,22.54205,114.12106,22.54315,114.12172,22.544283,114.122116,22.545082,114.122116,22.54595,114.12196,22.546883,114.12278,22.54735,114.1238,22.54695
10;114.12973,22.551,114.1295,22.550934,114.12946,22.55165,114.12988,22.552217,114.13015,22.552584,114.130264,22.553167,114.13047,22.553883,114.130035,22.555117,114.12887,22.55635,114.128815,22.557133,114.12952,22.558283
11;114.12595,22.5431,114.125984,22.542633,114.12535,22.542017,114.12473,22.541782,114.12435,22.542067,114.1242,22.542667,114.12407,22.54395,114.12392,22.544382,114.1241,22.54485,114.12462,22.544933,114.125885,22.545033,114.126015,22.546066
21;114.11843,22.551733,114.11903,22.553883,114.11972,22.555218,114.12005,22.5558,114.12043,22.556334,114.12154,22.557117,114.123314,22.558067,114.12503,22.558968,114.12585,22.558582,114.12658,22.557783,114.12755,22.557034,114.1275,22.555717,114.12672,22.5544,114.12597,22.553267,114.12493,22.553818,114.12372,22.555117,114.12233,22.556667,114.12113,22.558018,114.12027,22.559717,114.11953,22.56115,114.1189,22.562668,114.11855,22.564266
